state	Year	tax_state	tax_revenue	tax_dollar	sales_per_capita	tax_percent	cost_per_pack	index	price_cpi
Alabama	1970	0.12	36739131	0.2	89.8	46.8	0.427	38.825	2.3975788795878943
Alabama	1971	0.12	39490694	0.2	95.4	47.3	0.423	40.49166666666667	2.277357480963161
Alabama	1972	0.12	42198422	0.2	101.1	47.5	0.421	41.81666666666666	2.1947708250298925
Alabama	1973	0.12	43328876	0.2	102.9	46.4	0.431	44.4	2.116171171171171
Alabama	1974	0.12	45943402	0.2	108.2	42.9	0.466	49.30833333333334	2.0602602670272097
Alabama	1975	0.12	47956285	0.2	111.7	39.7	0.504	53.81666666666667	2.041598017962217
Alabama	1976	0.12	50409197	0.2	116.2	39.9	0.501	56.90833333333333	1.9191916825303852
Alabama	1977	0.12	51516608	0.2	117.1	36.3	0.551	60.608333333333334	1.9818726797745085
Alabama	1978	0.12	54460929	0.2	123	35.2	0.568	65.23333333333333	1.8981706693919262
Alabama	1979	0.12	54496057	0.2	121.4	33.3	0.606	72.575	1.8202962452635203
Alabama	1980	0.12	55701205	0.24	123.2	34.9	0.688	82.40833333333333	1.8200101122459298
Alabama	1981	0.16	72852874	0.24	119.6	32.8	0.731	90.925	1.7526312895243332
Alabama	1982	0.16	74641962	0.24	119.1	38.4	0.844	96.5	1.9066528497409325
Alabama	1983	0.16	73371489	0.32	116.3	35.2	0.908	99.6	1.987389558232932
Alabama	1984	0.16	72144256	0.325	113	32.8	0.99	103.88333333333333	2.077522862185144
Alabama	1985	0.165	76693928	0.325	114.5	31.6	1.03	107.56666666666666	2.087449643631856
Alabama	1986	0.165	77175083	0.325	116.3	29.6	1.1	109.60833333333333	2.187789857827112
Alabama	1987	0.165	77097672	0.325	114	28.5	1.144	113.625	2.1948690869086906
Alabama	1988	0.165	76529290	0.325	112.1	26.6	1.223	118.25833333333333	2.2545049679374256
Alabama	1989	0.165	74959156	0.325	105.6	23.4	1.391	123.96666666666667	2.4461253025006724
Alabama	1990	0.165	74656216	0.325	108.6	22.5	1.444	130.65833333333333	2.409276101792206
Alabama	1991	0.165	73585654	0.365	107.9	21.2	1.722	136.19166666666666	2.7563801015725384
Alabama	1992	0.165	73149118	0.365	109.1	20.7	1.762	140.31666666666666	2.737493764105001
Alabama	1993	0.165	72619924	0.405	108.5	26.2	1.546	144.45833333333334	2.333046437842515
Alabama	1994	0.165	72324900	0.405	107.1	26.1	1.551	148.225	2.281113172541744
Alabama	1995	0.165	70450119	0.405	102.6	25.6	1.583	152.38333333333333	2.264643989937657
Alabama	1996	0.165	70950600	0.405	101.4	24.2	1.674	156.85	2.3266305387312722
Alabama	1997	0.165	73953302	0.405	104.9	22.4	1.805	160.51666666666665	2.45139653203198
Alabama	1998	0.165	74878439	0.405	106.2	20.7	1.956	163.00833333333333	2.6158662645059043
Alabama	1999	0.165	71844367	0.405	100.7	15	2.707	166.575	3.5427044874681073
Alabama	2000	0.165	70664938	0.505	96.2	17.5	2.884	172.2	3.6510569105691055
Alabama	2001	0.165	66373279	0.505	90.5	15.6	3.23	177.06666666666666	3.976694277108434
Alabama	2002	0.165	62450667	0.555	84.8	16.9	3.282	179.875	3.977628908964559
Alabama	2003	0.165	61161426	0.555	82.2	17.2	3.234	183.95833333333334	3.832454813137033
Alabama	2004	0.425	71463596	0.815	87.9	22.8	3.569	188.88333333333333	4.119167034324539
Alabama	2005	0.425	158457030	0.815	82.4	22.9	3.56	195.29166666666666	3.973953488372093
Alabama	2006	0.425	161434908	0.815	83.3	23.1	3.535	201.59166666666667	3.8227274606258526
Alabama	2007	0.425	156820995	0.815	80.2	21.7	3.759	207.34241666666668	3.952215919800941
Alabama	2008	0.425	153461159	0.815	78	21.7	3.752	215.3025	3.7990083719418024
Alabama	2009	0.425	149746028	1.435	75.6	31.6	4.548	214.537	4.621412623463551
Alabama	2010	0.425	143144386	1.435	71.5	30.4	4.726	218.0555	4.724797127336847
Alabama	2011	0.425	138999738	1.435	68.4	29.6	4.845	224.93916666666667	4.695536200528291
Alabama	2012	0.425	137207735	1.435	67.2	29.6	4.841	229.59391666666667	4.596541647626407
Alabama	2013	0.425	132215587	1.435	64.6	29	4.942	232.95708333333334	4.624697324435653
Alabama	2014	0.425	126853195	1.435	61.7	28.1	5.102	236.73616666666666	4.698209047061533
Alabama	2015	0.425	125105125	1.685	60.7	31.8	5.305	237.017	4.879354645447373
Alabama	2016	0.675	163948123	1.685	60.1	31.1	5.41	240.00716666666668	4.913936597726596
Alabama	2017	0.675	180386973	1.685	58.1	30.9	5.452	245.11958333333334	4.8488006704210695
Alabama	2018	0.675	172649066	1.685	54.7	30.4	5.55	251.10683333333333	4.818267921820792
Alaska	1970	0.08	2737000	0.16	121.3	38.3	0.418	38.825	2.347044430135222
Alaska	1971	0.08	2996000	0.16	123	38	0.421	40.49166666666667	2.2665898332990326
Alaska	1972	0.08	3255000	0.16	130	38.1	0.42	41.81666666666666	2.189557592666401
Alaska	1973	0.08	3274000	0.16	125.8	36.5	0.438	44.4	2.1505405405405407
Alaska	1974	0.08	3444000	0.16	130.4	35.6	0.449	49.30833333333334	1.9851005577150582
Alaska	1975	0.08	4056000	0.16	150.4	33.1	0.483	53.81666666666667	1.956531433880458
Alaska	1976	0.08	4649000	0.16	164.8	31.1	0.515	56.90833333333333	1.9728217894274418
Alaska	1977	0.08	4868000	0.16	159.3	28.4	0.563	60.608333333333334	2.0250350611852053
Alaska	1978	0.08	4676000	0.16	143.6	28	0.571	65.23333333333333	1.9081962187020949
Alaska	1979	0.08	4451000	0.16	138.1	26.3	0.609	72.575	1.8293076128143297
Alaska	1980	0.08	4351000	0.16	134	25.2	0.635	82.40833333333333	1.6798058448781477
Alaska	1981	0.08	4607000	0.16	144	22	0.728	90.925	1.7454385482540555
Alaska	1982	0.08	4888000	0.16	148.3	18.6	0.86	96.5	1.94279792746114
Alaska	1983	0.08	5148000	0.24	146.9	24.9	0.962	99.6	2.105582329317269
Alaska	1984	0.08	5341000	0.24	133.6	23.4	1.027	103.88333333333333	2.1551676560243864
Alaska	1985	0.08	5395000	0.32	128.9	29.1	1.1	107.56666666666666	2.2293151533932445
Alaska	1986	0.16	8191000	0.32	126.3	26.3	1.215	109.60833333333333	2.4165133429635826
Alaska	1987	0.16	9503000	0.32	110.4	25.6	1.254	113.625	2.405914191419142
Alaska	1988	0.16	8865000	0.32	80	23	1.394	118.25833333333333	2.5697301106335
Alaska	1989	0.16	8130515	0.45	94.4	26.4	1.702	123.96666666666667	2.9930303845119655
Alaska	1990	0.16	13450527	0.45	100.2	22.3	2.017	130.65833333333333	3.365311563237451
Alaska	1991	0.29	16377954	0.49	101.8	23.6	2.073	136.19166666666666	3.3182206449244322
Alaska	1992	0.29	15812651	0.49	98.5	22.4	2.191	140.31666666666666	3.4040004751158093
Alaska	1993	0.29	15321090	0.54	95.2	26.9	2.009	144.45833333333334	3.0317531006633973
Alaska	1994	0.29	15548000	0.53	94.1	25.2	2.014	148.225	2.9620644290774156
Alaska	1995	0.29	15752759	0.53	89.5	24.9	2.125	152.38333333333333	3.040030624521492
Alaska	1996	0.29	15907733	0.53	89.9	24.7	2.144	156.85	2.979866114121773
Alaska	1997	0.29	14379771	1.24	81.7	41.8	2.97	160.51666666666665	4.033599833869796
Alaska	1998	0.29	28431309	1.24	78.6	37.9	3.276	163.00833333333333	4.381174786565103
Alaska	1999	1	42915000	1.24	70.5	30.6	4.047	166.575	5.296389013957676
Alaska	2000	1	43091506	1.34	66	30.5	4.397	172.2	5.566469221835076
Alaska	2001	1	40893899	1.34	65.2	30.2	4.433	177.06666666666666	5.4577974397590365
Alaska	2002	1	40434020	1.39	63.7	30.3	4.591	179.875	5.564075052119528
Alaska	2003	1	40239153	1.39	63.6	31.5	4.415	183.95833333333334	5.232
Alaska	2004	1	41260582	1.39	63.6	27.6	5.03	188.88333333333333	5.805382511250332
Alaska	2005	1.6	48750294	1.99	60.2	35.5	5.61	195.29166666666666	6.262325581395349
Alaska	2006	1.6	57910992	2.19	54.5	37.6	5.819	201.59166666666667	6.292631143813814
Alaska	2007	1.8	63849816	2.39	52.9	37.6	6.351	207.34241666666668	6.6774470089533855
Alaska	2008	2	64193492	2.39	47	35.7	6.69	215.3025	6.77381823248685
Alaska	2009	2	62882219	3.01	45.8	39.6	7.605	214.537	7.7277579158839735
Alaska	2010	2	61237633	3.01	43.8	39.6	7.607	218.0555	7.605063848423911
Alaska	2011	2	61478147	3.01	43.3	35.4	8.494	224.93916666666667	8.23196790243288
Alaska	2012	2	59586835	3.01	41.2	36.3	8.3	229.59391666666667	7.8808708273702095
Alaska	2013	2	56983372	3.01	39	34.8	8.659	232.95708333333334	8.103046161936122
Alaska	2014	2	54624390	3.01	37.2	33.8	8.901	236.73616666666666	8.196542283005625
Alaska	2015	2	52702165	3.01	35.8	33.4	9.018	237.017	8.294443014636082
Alaska	2016	2	52573488	3.01	35.6	33.4	9.013	240.00716666666668	8.18656387343989
Alaska	2017	2	48857026	3.01	32.9	32.5	9.253	245.11958333333334	8.229264967609346
Alaska	2018	2	46021896	3.01	31.1	32.1	9.37	251.10683333333333	8.134625302245192
Arizona	1970	0.1	19510371	0.18	115.2	46.7	0.385	38.825	2.161751448808757
Arizona	1971	0.1	19640088	0.18	109.6	47.4	0.38	40.49166666666667	2.0458530561844
Arizona	1972	0.1	23116211	0.18	125	46.5	0.387	41.81666666666666	2.017520924671184
Arizona	1973	0.1	24963408	0.18	128.3	45.9	0.392	44.4	1.9246846846846848
Arizona	1974	0.1	27387025	0.21	133.1	44	0.477	49.30833333333334	2.108893020111543
Arizona	1975	0.13	34513342	0.21	121.8	42.8	0.491	53.81666666666667	1.9889377516258901
Arizona	1976	0.13	35349459	0.21	122.3	43.1	0.487	56.90833333333333	1.8655615756333284
Arizona	1977	0.13	35910542	0.21	121.7	39.2	0.536	60.608333333333334	1.9279197030111372
Arizona	1978	0.13	37232113	0.21	124.7	35.8	0.586	65.23333333333333	1.958323965252938
Arizona	1979	0.13	38135772	0.21	124.6	34.5	0.608	72.575	1.8263038236307267
Arizona	1980	0.13	40387868	0.21	126.8	33.2	0.633	82.40833333333333	1.6745151178076652
Arizona	1981	0.13	40210749	0.21	113.8	28.6	0.733	90.925	1.7574264503711852
Arizona	1982	0.13	41240299	0.21	113.5	26.1	0.805	96.5	1.8185492227979276
Arizona	1983	0.13	41322538	0.29	111.1	31.3	0.928	99.6	2.0311646586345384
Arizona	1984	0.13	42047774	0.31	107.1	31.4	0.988	103.88333333333333	2.0733258463019415
Arizona	1985	0.15	49914889	0.31	107.1	29.1	1.067	107.56666666666666	2.162435698791447
Arizona	1986	0.15	51271543	0.31	107.9	27.3	1.135	109.60833333333333	2.257401353303429
Arizona	1987	0.15	51756221	0.31	106.1	27.2	1.135	113.625	2.177601760176018
Arizona	1988	0.15	52761017	0.31	102.2	24.3	1.256	118.25833333333333	2.3153378902121067
Arizona	1989	0.15	50497361	0.31	96.8	23.8	1.302	123.96666666666667	2.289615488034418
Arizona	1990	0.15	47367639	0.34	88.9	22.5	1.514	130.65833333333333	2.526069264621468
Arizona	1991	0.15	52400987	0.38	81.2	22.9	1.657	136.19166666666666	2.6523355565073734
Arizona	1992	0.18	53152206	0.38	79	20.7	1.836	140.31666666666666	2.8524622876826227
Arizona	1993	0.18	54098346	0.42	80.3	25.9	1.621	144.45833333333334	2.4462278627055087
Arizona	1994	0.18	54392580	0.42	79	25.8	1.629	148.225	2.39583066284365
Arizona	1995	0.18	109614212	0.82	77.3	39.4	2.079	152.38333333333333	2.9742229027671447
Arizona	1996	0.58	171622649	0.82	71.4	36.9	2.22	156.85	3.085495696525343
Arizona	1997	0.58	166315143	0.82	64.6	35.5	2.31	160.51666666666665	3.1372443152320635
Arizona	1998	0.58	169626199	0.82	66	32.8	2.501	163.00833333333333	3.3447247073258013
Arizona	1999	0.58	166481637	0.82	61.7	25.8	3.177	166.575	4.157802791535345
Arizona	2000	0.58	162795250	0.92	58.5	26.6	3.458	172.2	4.3777235772357725
Arizona	2001	0.58	160870757	0.92	54.1	25.5	3.606	177.06666666666666	4.439615963855422
Arizona	2002	0.58	160155700	1.57	52	40.8	3.85	179.875	4.66601806810285
Arizona	2003	1.18	216941668	1.57	48.2	38.9	4.031	183.95833333333334	4.776940430351075
Arizona	2004	1.18	280173860	1.57	42.5	39.6	3.967	188.88333333333333	4.578519368216712
Arizona	2005	1.18	286386310	1.57	42.3	37.8	4.156	195.29166666666666	4.639255813953488
Arizona	2006	1.18	296078470	1.57	42.2	36.1	4.35	201.59166666666667	4.704063494688106
Arizona	2007	2	354887901	2.39	37.5	45.9	5.202	207.34241666666668	5.469387394201782
Arizona	2008	2	397172122	2.39	31.8	43.7	5.466	215.3025	5.534482878740377
Arizona	2009	2	371476941	3.01	28.6	48	6.274	214.537	6.375273262887054
Arizona	2010	2	327381714	3.01	24.8	46.6	6.459	218.0555	6.45735604009071
Arizona	2011	2	328721247	3.01	27.1	46.4	6.492	224.93916666666667	6.291727763432335
Arizona	2012	2	322217444	3.01	25	45.6	6.6	229.59391666666667	6.266716561523298
Arizona	2013	2	316111769	3.01	24.4	45.5	6.622	232.95708333333334	6.196832392232475
Arizona	2014	2	304872144	3.01	23	44.6	6.752	236.73616666666666	6.217622008184921
Arizona	2015	2	310164906	3.01	23	43.5	6.916	237.017	6.361096461435256
Arizona	2016	2	318976882	3.01	23.1	43.5	6.923	240.00716666666668	6.2882038939115015
Arizona	2017	2	316089295	3.01	22.5	42.4	7.104	245.11958333333334	6.318026405478958
Arizona	2018	2	306302317	3.01	21.8	40.9	7.362	251.10683333333333	6.391367286566608
Arkansas	1970	0.1225	24493875	0.2075	100.3	53.5	0.388	38.825	2.178596265292981
Arkansas	1971	0.1775	27438688	0.2575	104.1	58.4	0.441	40.49166666666667	2.374266309940317
Arkansas	1972	0.1775	35848433	0.2575	103.9	57.1	0.451	41.81666666666666	2.3511677959346358
Arkansas	1973	0.1775	37917550	0.2575	108	56.6	0.455	44.4	2.234009009009009
Arkansas	1974	0.1775	39654387	0.2575	109.7	53	0.486	49.30833333333334	2.1486834544532702
Arkansas	1975	0.1775	42027562	0.2575	114.8	50.6	0.509	53.81666666666667	2.061851966553112
Arkansas	1976	0.1775	44721125	0.2575	119.1	49	0.526	56.90833333333333	2.0149597305608435
Arkansas	1977	0.1775	45878425	0.2575	122.6	45.6	0.565	60.608333333333334	2.0322287914203216
Arkansas	1978	0.1775	48463712	0.2575	127.3	44.1	0.584	65.23333333333333	1.9516402657128256
Arkansas	1979	0.1775	49072538	0.2575	126.5	41.9	0.615	72.575	1.8473303479159489
Arkansas	1980	0.1775	50988650	0.2575	131.8	39.8	0.647	82.40833333333333	1.7115502073010418
Arkansas	1981	0.1775	52216063	0.2575	128.7	35.7	0.721	90.925	1.7286554852900742
Arkansas	1982	0.1775	51931175	0.2575	127.4	31.4	0.82	96.5	1.8524352331606218
Arkansas	1983	0.21	54616725	0.37	128	39.5	0.936	99.6	2.048674698795181
Arkansas	1984	0.21	60611138	0.37	123.1	37.6	0.985	103.88333333333333	2.0670303224771382
Arkansas	1985	0.21	62733844	0.37	125.8	35.7	1.036	107.56666666666666	2.0996095444685468
Arkansas	1986	0.21	62155739	0.37	126	32.7	1.13	109.60833333333333	2.247456853949669
Arkansas	1987	0.21	61658584	0.37	122.3	30.8	1.199	113.625	2.3003916391639163
Arkansas	1988	0.21	61767668	0.37	121.5	29	1.277	118.25833333333333	2.3540497498414488
Arkansas	1989	0.21	60710757	0.37	118.3	26.2	1.412	123.96666666666667	2.4830545845657435
Arkansas	1990	0.21	57859721	0.37	113.1	25.3	1.465	130.65833333333333	2.4443140506409846
Arkansas	1991	0.21	57851063	0.42	116.8	23.7	1.773	136.19166666666666	2.838015052315976
Arkansas	1992	0.21	65362674	0.42	126	23.3	1.799	140.31666666666666	2.7949780258938115
Arkansas	1993	0.22	72196949	0.555	113.8	33	1.681	144.45833333333334	2.536773002595904
Arkansas	1994	0.345	81346688	0.555	108.8	33.2	1.673	148.225	2.460543093270366
Arkansas	1995	0.315	86742788	0.555	113	33.2	1.671	152.38333333333333	2.390537022859018
Arkansas	1996	0.315	85978675	0.555	110.7	30.6	1.813	156.85	2.519821485495697
Arkansas	1997	0.315	85952917	0.555	108.7	29.6	1.873	160.51666666666665	2.5437483127401106
Arkansas	1998	0.315	86593871	0.555	109.5	26.8	2.069	163.00833333333333	2.7669873728336998
Arkansas	1999	0.315	83303347	0.555	104.8	19.9	2.793	166.575	3.6552543899144534
Arkansas	2000	0.315	82409447	0.655	99.4	22.2	2.944	172.2	3.7270150987224158
Arkansas	2001	0.315	85619768	0.655	101.7	19.8	3.3	177.06666666666666	4.062876506024097
Arkansas	2002	0.34	79846771	0.73	87.2	20.7	3.522	179.875	4.268497567755386
Arkansas	2003	0.59	86736560	0.98	91.6	27.3	3.596	183.95833333333334	4.261443261608155
Arkansas	2004	0.59	131000087	0.98	79.8	27.7	3.535	188.88333333333333	4.079925880172946
Arkansas	2005	0.59	129860482	0.98	82.1	27.8	3.53	195.29166666666666	3.9404651162790696
Arkansas	2006	0.59	133418145	0.98	81.4	26.4	3.714	201.59166666666667	4.016296969947501
Arkansas	2007	0.59	127394493	0.98	78.4	25.6	3.822	207.34241666666668	4.018454175440064
Arkansas	2008	0.59	128864614	0.98	77	24.9	3.93	215.3025	3.979238513254607
Arkansas	2009	1.15	148826375	2.16	72.6	40.8	5.288	214.537	5.373357509427278
Arkansas	2010	1.15	206311982	2.16	63.2	39.6	5.454	218.0555	5.45261183506034
Arkansas	2011	1.15	200418005	2.16	61.1	38.9	5.551	224.93916666666667	5.379756749046964
Arkansas	2012	1.15	199654545	2.16	60.5	39.4	5.485	229.59391666666667	5.20802126362959
Arkansas	2013	1.15	190245330	2.16	57.5	39.1	5.521	232.95708333333334	5.1665224460156285
Arkansas	2014	1.15	179735100	2.16	54.4	39.2	5.508	236.73616666666666	5.072076721131893
Arkansas	2015	1.15	177322717	2.16	54	38.2	5.655	237.017	5.2012724825645416
Arkansas	2016	1.15	179027016	2.16	54.2	37.6	5.744	240.00716666666668	5.217310871967017
Arkansas	2017	1.15	173931263	2.16	52.4	36.3	5.958	245.11958333333334	5.2988177539194306
Arkansas	2018	1.15	167579954	2.16	50.2	35.7	6.055	251.10683333333333	5.256686894887369
California	1970	0.1	239111000	0.18	123	45.3	0.397	38.825	2.2291307147456534
California	1971	0.1	241878000	0.18	121	45.1	0.399	40.49166666666667	2.1481457089936202
California	1972	0.1	249849000	0.18	123.5	45.1	0.399	41.81666666666666	2.080079713033081
California	1973	0.1	254630000	0.18	124.4	43	0.419	44.4	2.057252252252252
California	1974	0.1	261029000	0.18	126.7	40	0.45	49.30833333333334	1.9895217170863613
California	1975	0.1	265698000	0.18	127.1	37.3	0.483	53.81666666666667	1.956531433880458
California	1976	0.1	271234000	0.18	128	36.7	0.49	56.90833333333333	1.8770537413969834
California	1977	0.1	272021000	0.18	126.4	30.7	0.587	60.608333333333334	2.1113598240065996
California	1978	0.1	276202000	0.18	126.1	30	0.601	65.23333333333333	2.0084517118037812
California	1979	0.1	271823000	0.18	121.9	29	0.621	72.575	1.865353083017568
California	1980	0.1	272774000	0.18	120.2	27.1	0.664	82.40833333333333	1.7565213874001417
California	1981	0.1	280626000	0.18	118.6	24.7	0.728	90.925	1.7454385482540555
California	1982	0.1	279205000	0.18	115.4	21.2	0.849	96.5	1.9179481865284973
California	1983	0.1	273943000	0.26	110.8	27.4	0.949	99.6	2.077128514056225
California	1984	0.1	265535000	0.26	104.8	26.5	0.98	103.88333333333333	2.0565377827691322
California	1985	0.1	265403000	0.26	102.8	24.9	1.044	107.56666666666666	2.1158227455841336
California	1986	0.1	261213000	0.26	99.7	25	1.039	109.60833333333333	2.0664669657112444
California	1987	0.1	256877000	0.26	97.5	22.2	1.174	113.625	2.2524268426842684
California	1988	0.1	251614000	0.26	90.1	20.6	1.264	118.25833333333333	2.3300852653089987
California	1989	0.35	503985000	0.51	82.4	31.1	1.638	123.96666666666667	2.880484001075558
California	1990	0.35	777806372	0.51	77.8	27.3	1.868	130.65833333333333	3.1167089737865936
California	1991	0.35	729532100	0.55	68.7	27.2	2.019	136.19166666666666	3.2317836382549103
California	1992	0.35	717361867	0.55	67.5	26.8	2.051	140.31666666666666	3.1864924575365245
California	1993	0.35	673194758	0.59	63.4	31	1.903	144.45833333333334	2.871790020190366
California	1994	0.37	653545894	0.61	58.6	31.3	1.951	148.225	2.8694079946028
California	1995	0.37	662551030	0.61	56.4	30.8	1.979	152.38333333333333	2.83116263808378
California	1996	0.37	644499085	0.61	54.5	30.5	2.003	156.85	2.7838954415046224
California	1997	0.37	634972518	0.61	53.8	29.4	2.078	160.51666666666665	2.8221617692866787
California	1998	0.37	617309414	0.61	52.3	27.1	2.249	163.00833333333333	3.007711262205409
California	1999	0.87	849117471	1.11	47.2	31.6	3.512	166.575	4.596223923157737
California	2000	0.87	1176859405	1.21	41.6	33.1	3.655	172.2	4.62711962833914
California	2001	0.87	1120194150	1.21	38	30.4	3.977	177.06666666666666	4.896381777108434
California	2002	0.87	1074322864	1.26	35.8	30.9	4.081	179.875	4.945979152189021
California	2003	0.87	1040616216	1.26	34.7	31.9	3.947	183.95833333333334	4.677396149490374
California	2004	0.87	1030056989	1.26	33.1	32.8	3.841	188.88333333333333	4.433096267537281
California	2005	0.87	1032870955	1.26	33.1	31.9	3.953	195.29166666666666	4.412651162790698
California	2006	0.87	1035290841	1.26	32.9	31.9	3.95	201.59166666666667	4.271505931958166
California	2007	0.87	1007354061	1.26	31.8	30	4.197	207.34241666666668	4.412729506625313
California	2008	0.87	963072445	1.26	30.3	29.4	4.292	215.3025	4.345773969182893
California	2009	0.87	920204311	1.88	28.8	37	5.087	214.537	5.169113020131725
California	2010	0.87	845928927	1.88	26.3	35	5.374	218.0555	5.372632196848967
California	2011	0.87	843072021	1.88	26	34.8	5.395	224.93916666666667	5.2285692057482205
California	2012	0.87	827497368	1.88	25.2	34.8	5.4	229.59391666666667	5.127313550337244
California	2013	0.87	788753850	1.88	23.9	34.1	5.51	232.95708333333334	5.156228704500292
California	2014	0.87	757512960	1.88	22.7	34.3	5.475	236.73616666666666	5.041688461909425
California	2015	0.87	754358820	1.88	22.3	33.5	5.607	237.017	5.157123750617044
California	2016	0.87	748095546	1.88	22	33.5	5.607	240.00716666666668	5.092872921155827
California	2017	2.87	956712690	3.88	20.5	50.7	7.659	245.11958333333334	6.811622218407002
California	2018	2.87	1887613448	3.88	16.6	49.4	7.862	251.10683333333333	6.825445477721634
Colorado	1970	0.05	13101000	0.13	124.8	41.8	0.311	38.825	1.7462459755312296
Colorado	1971	0.05	13967000	0.13	125.5	41.7	0.312	40.49166666666667	1.6797530356040338
Colorado	1972	0.05	15328000	0.13	134.3	39.8	0.327	41.81666666666666	1.704726982861698
Colorado	1973	0.05	16255000	0.18	137.9	47.2	0.381	44.4	1.8706756756756757
Colorado	1974	0.1	32364000	0.18	132.8	43.2	0.417	49.30833333333334	1.8436234578333615
Colorado	1975	0.1	32710000	0.18	131	40.2	0.448	53.81666666666667	1.814753793744193
Colorado	1976	0.1	33914000	0.18	134.2	40.3	0.447	56.90833333333333	1.7123326987845953
Colorado	1977	0.1	34098000	0.23	132	40.1	0.574	60.608333333333334	2.0646005774783442
Colorado	1978	0.15	50757000	0.18	129.2	34.1	0.528	65.23333333333333	1.764496678589678
Colorado	1979	0.1	35108000	0.18	131.5	33	0.546	72.575	1.6400688942473303
Colorado	1980	0.1	36311000	0.18	131	31	0.581	82.40833333333333	1.5369562139751238
Colorado	1981	0.1	38656000	0.18	133.8	29.3	0.614	90.925	1.472114379983503
Colorado	1982	0.1	38705000	0.18	130.5	24.6	0.733	96.5	1.6558963730569949
Colorado	1983	0.1	38157000	0.31	125.3	37.2	0.834	99.6	1.825421686746988
Colorado	1984	0.15	49528000	0.31	119.7	33.3	0.931	103.88333333333333	1.9537108936306757
Colorado	1985	0.15	54369000	0.31	112.4	32.6	0.951	107.56666666666666	1.9273442826154321
Colorado	1986	0.15	53052000	0.36	109.9	33.2	1.086	109.60833333333333	2.1599452596365847
Colorado	1987	0.2	66972910	0.36	102.4	31	1.16	113.625	2.2255665566556653
Colorado	1988	0.2	63320608	0.36	94.6	27.5	1.308	118.25833333333333	2.4111958283419073
Colorado	1989	0.2	59822164	0.36	88.8	24.1	1.493	123.96666666666667	2.625496101102447
Colorado	1990	0.2	58895309	0.36	87.4	24.7	1.457	130.65833333333333	2.430966260603355
Colorado	1991	0.2	59892549	0.4	90.2	25.4	1.575	136.19166666666666	2.521079361194395
Colorado	1992	0.2	58654419	0.4	88.3	23.8	1.682	140.31666666666666	2.613203468345409
Colorado	1993	0.2	58864837	0.44	88.6	28.7	1.532	144.45833333333334	2.311919238534756
Colorado	1994	0.2	60025673	0.44	89.1	26.8	1.642	148.225	2.414950244560634
Colorado	1995	0.2	61736338	0.44	85.4	25.9	1.696	152.38333333333333	2.4263020890298588
Colorado	1996	0.2	61731047	0.44	83.1	25.2	1.744	156.85	2.423920943576666
Colorado	1997	0.2	62140937	0.44	81.3	23.7	1.858	160.51666666666665	2.523376596407435
Colorado	1998	0.2	62048112	0.44	81.2	21.5	2.042	163.00833333333333	2.730878789427943
Colorado	1999	0.2	61882583	0.44	79.6	15.6	2.813	166.575	3.681428785832208
Colorado	2000	0.2	60818207	0.54	73	18.4	2.933	172.2	3.7130894308943088
Colorado	2001	0.2	60567252	0.54	70.4	17.6	3.061	177.06666666666666	3.7686257530120484
Colorado	2002	0.2	58518066	0.59	66.2	18.1	3.264	179.875	3.9558137595552467
Colorado	2003	0.2	56330686	0.59	63.8	18.4	3.214	183.95833333333334	3.8087537938844847
Colorado	2004	0.2	55255011	0.59	60.7	17.2	3.429	188.88333333333333	3.9575858113473923
Colorado	2005	0.84	116600483	1.23	57.9	30.5	4.036	195.29166666666666	4.505302325581395
Colorado	2006	0.84	208072655	1.23	53.1	30.6	4.025	201.59166666666667	4.35261047497003
Colorado	2007	0.84	204048087	1.23	51.1	29.2	4.213	207.34241666666668	4.429551920755883
Colorado	2008	0.84	197765465	1.23	48.4	29.3	4.203	215.3025	4.255658898526492
Colorado	2009	0.84	191018492	1.85	46	36.4	5.078	214.537	5.159967744491626
Colorado	2010	0.84	176557976	1.85	41.4	36.3	5.097	218.0555	5.095702699542089
Colorado	2011	0.84	171531588	1.85	40.6	35.5	5.216	224.93916666666667	5.055091191322098
Colorado	2012	0.84	174467790	1.85	40.6	34.9	5.299	229.59391666666667	5.031413796895752
Colorado	2013	0.84	167059169	1.85	38.3	34.2	5.415	232.95708333333334	5.067328209595114
Colorado	2014	0.84	162218960	1.85	36.7	34.1	5.431	236.73616666666666	5.001170782946135
Colorado	2015	0.84	163117891	1.85	36.3	34	5.443	237.017	5.006282249796428
Colorado	2016	0.84	163999393	1.85	35.8	33.7	5.49	240.00716666666668	4.9866010945506485
Colorado	2017	0.84	160413997	1.85	34.5	32.5	5.696	245.11958333333334	5.065804955744389
Colorado	2018	0.84	151345229	1.85	32.1	31.5	5.873	251.10683333333333	5.09868243330694
Connecticut	1970	0.16	57913000	0.24	120	52.7	0.455	38.825	2.5547971667739855
Connecticut	1971	0.16	57202000	0.29	117.6	56.5	0.513	40.49166666666667	2.76190162584894
Connecticut	1972	0.21	69983000	0.29	110.8	57.3	0.506	41.81666666666666	2.6378955759266645
Connecticut	1973	0.21	70720000	0.29	109.3	55.2	0.525	44.4	2.5777027027027026
Connecticut	1974	0.21	72582000	0.29	112.4	53.2	0.545	49.30833333333334	2.409531857360149
Connecticut	1975	0.21	71458000	0.29	110.2	50.4	0.576	53.81666666666667	2.3332548776711053
